,obstime,Maximum Air Temperature in degree C,qcscore
137473,2024-08-20T10:00:00,27.3,G
137493,2024-08-20T11:00:00,27.3,G
137513,2024-08-20T12:00:00,27.3,G
137533,2024-08-20T13:00:00,27.3,G
137553,2024-08-20T14:00:00,27.3,G
137573,2024-08-20T15:00:00,27.3,G
137593,2024-08-20T16:00:00,27.3,G
137613,2024-08-20T17:00:00,27.3,G
137633,2024-08-20T18:00:00,27.3,G
137653,2024-08-20T19:00:00,27.3,G
137673,2024-08-20T20:00:00,27.3,G
137693,2024-08-20T21:00:00,27.3,G
137713,2024-08-20T22:00:00,27.3,G
137733,2024-08-20T23:00:00,27.3,G
137753,2024-08-21T00:00:00,27.3,G
137773,2024-08-21T01:00:00,27.1,G
137793,2024-08-21T02:00:00,27.1,G
137813,2024-08-21T03:00:00,27.1,G
137833,2024-08-21T04:00:00,27.1,G
137853,2024-08-21T05:00:00,27.1,G
137873,2024-08-21T06:00:00,27.1,G
137893,2024-08-21T07:00:00,27.1,G
137913,2024-08-21T08:00:00,27.1,G
137934,2024-08-21T09:00:00,27.1,G
137954,2024-08-21T10:00:00,27.1,G
137974,2024-08-21T11:00:00,27.1,G
137994,2024-08-21T12:00:00,27.1,G
138014,2024-08-21T13:00:00,27.1,G
138034,2024-08-21T14:00:00,27.1,G
138054,2024-08-21T15:00:00,27.1,G
138074,2024-08-21T16:00:00,27.1,G
138094,2024-08-21T17:00:00,27.1,G
138114,2024-08-21T18:00:00,27.3,G
138134,2024-08-21T19:00:00,27.3,G
138154,2024-08-21T20:00:00,27.3,G
138174,2024-08-21T21:00:00,27.3,G
138194,2024-08-21T22:00:00,27.3,G
138214,2024-08-21T23:00:00,27.3,G
138234,2024-08-22T00:00:00,27.3,G
138254,2024-08-22T01:00:00,26.6,G
138274,2024-08-22T02:00:00,27.0,G
138294,2024-08-22T03:00:00,27.1,G
138314,2024-08-22T04:00:00,27.3,G
138334,2024-08-22T05:00:00,27.4,G
138354,2024-08-22T06:00:00,27.5,G
138374,2024-08-22T07:00:00,27.6,G
138394,2024-08-22T08:00:00,27.8,G
138414,2024-08-22T09:00:00,28.4,G
138434,2024-08-22T10:00:00,29.4,G
138454,2024-08-22T11:00:00,29.9,G
138474,2024-08-22T12:00:00,30.2,G
138494,2024-08-22T13:00:00,30.6,G
138514,2024-08-22T14:00:00,30.9,G
138534,2024-08-22T15:00:00,30.9,G
138554,2024-08-22T16:00:00,30.9,G
138573,2024-08-22T17:00:00,30.9,G
138592,2024-08-22T18:00:00,30.9,G
138611,2024-08-22T19:00:00,30.9,G
138630,2024-08-22T20:00:00,30.9,G
138649,2024-08-22T21:00:00,30.9,G
138668,2024-08-22T22:00:00,30.9,G
138687,2024-08-22T23:00:00,30.9,G
138706,2024-08-23T00:00:00,30.9,G
138725,2024-08-23T01:00:00,28.0,G
138744,2024-08-23T02:00:00,28.0,G
138763,2024-08-23T03:00:00,28.0,G
138782,2024-08-23T04:00:00,28.0,G
138801,2024-08-23T05:00:00,28.0,G
138820,2024-08-23T06:00:00,28.0,G
138839,2024-08-23T07:00:00,28.0,G
138857,2024-08-23T08:00:00,28.1,G
138876,2024-08-23T09:00:00,28.6,G
138895,2024-08-23T10:00:00,29.5,G
138914,2024-08-23T11:00:00,29.9,G
138933,2024-08-23T12:00:00,31.0,G
138952,2024-08-23T13:00:00,31.3,G
138971,2024-08-23T14:00:00,31.4,G
138991,2024-08-23T15:00:00,31.4,G
139011,2024-08-23T16:00:00,31.4,G
139032,2024-08-23T17:00:00,31.4,G
139053,2024-08-23T18:00:00,31.4,G
139074,2024-08-23T19:00:00,31.4,G
139095,2024-08-23T20:00:00,31.4,G
139116,2024-08-23T21:00:00,31.4,G
139137,2024-08-23T22:00:00,31.4,G
139158,2024-08-23T23:00:00,31.4,G
139178,2024-08-24T00:00:00,31.3,G
139198,2024-08-24T01:00:00,28.2,G
139218,2024-08-24T02:00:00,28.2,G
139238,2024-08-24T03:00:00,28.2,G
139258,2024-08-24T04:00:00,28.2,G
139278,2024-08-24T05:00:00,28.2,G
139298,2024-08-24T06:00:00,28.2,G
139318,2024-08-24T07:00:00,28.2,G
139338,2024-08-24T08:00:00,28.4,G
139358,2024-08-24T09:00:00,29.3,G
139378,2024-08-24T10:00:00,30.5,G
139399,2024-08-24T11:00:00,31.1,G
139420,2024-08-24T12:00:00,31.9,G
139441,2024-08-24T13:00:00,32.1,G
139462,2024-08-24T14:00:00,32.6,G
139483,2024-08-24T15:00:00,33.0,G
139504,2024-08-24T16:00:00,33.0,G
139525,2024-08-24T17:00:00,33.0,G
139546,2024-08-24T18:00:00,33.0,G
139567,2024-08-24T19:00:00,33.0,G
139588,2024-08-24T20:00:00,33.0,G
139608,2024-08-24T21:00:00,33.0,G
139628,2024-08-24T22:00:00,33.0,G
139648,2024-08-24T23:00:00,33.0,G
139668,2024-08-25T00:00:00,32.9,G
139688,2024-08-25T01:00:00,28.5,G
139708,2024-08-25T02:00:00,28.5,G
139728,2024-08-25T03:00:00,28.5,G
139748,2024-08-25T04:00:00,28.5,G
139768,2024-08-25T05:00:00,28.5,G
139788,2024-08-25T06:00:00,28.5,G
139808,2024-08-25T07:00:00,28.5,G
139828,2024-08-25T08:00:00,28.6,G
139848,2024-08-25T09:00:00,29.5,G
139868,2024-08-25T10:00:00,30.5,G
139888,2024-08-25T11:00:00,31.4,G
139908,2024-08-25T12:00:00,32.0,G
139928,2024-08-25T13:00:00,32.5,G
139948,2024-08-25T14:00:00,32.6,G
139968,2024-08-25T15:00:00,32.6,G
139988,2024-08-25T16:00:00,32.6,G
140008,2024-08-25T17:00:00,32.6,G
140028,2024-08-25T18:00:00,32.6,G
140048,2024-08-25T19:00:00,32.6,G
140068,2024-08-25T20:00:00,32.6,G
140088,2024-08-25T21:00:00,32.6,G
140108,2024-08-25T22:00:00,32.6,G
140128,2024-08-25T23:00:00,32.6,G
140148,2024-08-26T00:00:00,32.5,G
140168,2024-08-26T01:00:00,27.9,G
140188,2024-08-26T02:00:00,28.2,G
140208,2024-08-26T03:00:00,28.3,G
140228,2024-08-26T04:00:00,28.4,G
140248,2024-08-26T05:00:00,28.4,G
140268,2024-08-26T06:00:00,28.4,G
140288,2024-08-26T07:00:00,28.4,G
140308,2024-08-26T08:00:00,28.6,G
140328,2024-08-26T09:00:00,29.5,G
140348,2024-08-26T10:00:00,30.9,G
140368,2024-08-26T11:00:00,31.6,G
140388,2024-08-26T12:00:00,32.2,G
140408,2024-08-26T13:00:00,32.4,G
140428,2024-08-26T14:00:00,33.1,G
140448,2024-08-26T15:00:00,33.2,G
140468,2024-08-26T16:00:00,33.2,G
140488,2024-08-26T17:00:00,33.2,G
140508,2024-08-26T18:00:00,33.2,M
144294,2024-09-02T23:00:00,33.9,G
144321,2024-09-03T00:00:00,33.8,G
144347,2024-09-03T01:00:00,29.3,G
144373,2024-09-03T02:00:00,29.3,G
144399,2024-09-03T03:00:00,29.3,G
144425,2024-09-03T04:00:00,29.3,G
144451,2024-09-03T05:00:00,29.3,G
144477,2024-09-03T06:00:00,29.3,G
144503,2024-09-03T07:00:00,29.3,G
144529,2024-09-03T08:00:00,29.3,G
144555,2024-09-03T09:00:00,29.9,G
144581,2024-09-03T10:00:00,31.5,G
144607,2024-09-03T11:00:00,32.6,G
144633,2024-09-03T12:00:00,33.8,G
144660,2024-09-03T13:00:00,34.2,G
144686,2024-09-03T14:00:00,34.2,G
144712,2024-09-03T15:00:00,34.2,G
144738,2024-09-03T16:00:00,34.2,G
144764,2024-09-03T17:00:00,34.2,G
144790,2024-09-03T18:00:00,34.2,G
144814,2024-09-03T19:00:00,34.2,G
144838,2024-09-03T20:00:00,34.2,G
144862,2024-09-03T21:00:00,34.2,G
144886,2024-09-03T22:00:00,34.2,G
144910,2024-09-03T23:00:00,34.2,G
144934,2024-09-04T00:00:00,34.1,G
144957,2024-09-04T01:00:00,25.9,G
144981,2024-09-04T02:00:00,26.8,G
145005,2024-09-04T03:00:00,27.0,G
145029,2024-09-04T04:00:00,27.5,G
145053,2024-09-04T05:00:00,27.9,G
145077,2024-09-04T06:00:00,27.9,G
145101,2024-09-04T07:00:00,27.9,G
145125,2024-09-04T08:00:00,28.0,G
145150,2024-09-04T09:00:00,28.8,G
145175,2024-09-04T10:00:00,30.2,G
145200,2024-09-04T11:00:00,31.8,G
145225,2024-09-04T12:00:00,32.9,G
145250,2024-09-04T13:00:00,33.9,G
145275,2024-09-04T14:00:00,34.1,G
145300,2024-09-04T15:00:00,34.2,G
145324,2024-09-04T16:00:00,34.2,G
145349,2024-09-04T17:00:00,34.2,G
145374,2024-09-04T18:00:00,34.2,G
145399,2024-09-04T19:00:00,34.2,G
145424,2024-09-04T20:00:00,34.2,G
145449,2024-09-04T21:00:00,34.2,G
145474,2024-09-04T22:00:00,34.2,G
145499,2024-09-04T23:00:00,34.2,G
145524,2024-09-05T00:00:00,34.1,G
145549,2024-09-05T01:00:00,28.6,G
145575,2024-09-05T02:00:00,28.6,G
145601,2024-09-05T03:00:00,29.0,G
145627,2024-09-05T04:00:00,29.3,G
145653,2024-09-05T05:00:00,29.4,G
145679,2024-09-05T06:00:00,29.4,G
145705,2024-09-05T07:00:00,29.4,G
145732,2024-09-05T08:00:00,29.6,G
145759,2024-09-05T09:00:00,30.1,G
145786,2024-09-05T10:00:00,30.3,G
145813,2024-09-05T11:00:00,30.8,G
145840,2024-09-05T12:00:00,31.7,G
145867,2024-09-05T13:00:00,31.7,G
145894,2024-09-05T14:00:00,32.2,G
145920,2024-09-05T15:00:00,32.4,G
145946,2024-09-05T16:00:00,32.4,G
145972,2024-09-05T17:00:00,32.4,G
145998,2024-09-05T18:00:00,32.4,G
146024,2024-09-05T19:00:00,32.4,G
146050,2024-09-05T20:00:00,32.4,G
146076,2024-09-05T21:00:00,32.4,G
146102,2024-09-05T22:00:00,32.4,G
146128,2024-09-05T23:00:00,32.4,G
146154,2024-09-06T00:00:00,32.3,G
146180,2024-09-06T01:00:00,27.1,G
146206,2024-09-06T02:00:00,27.4,G
146230,2024-09-06T03:00:00,27.4,G
146254,2024-09-06T04:00:00,27.4,G
146278,2024-09-06T05:00:00,27.4,G
146303,2024-09-06T06:00:00,27.4,G
146328,2024-09-06T07:00:00,27.4,G
146352,2024-09-06T08:00:00,27.5,G
146375,2024-09-06T09:00:00,27.5,G
146398,2024-09-06T10:00:00,27.5,G
146421,2024-09-06T11:00:00,27.7,G
146444,2024-09-06T12:00:00,27.7,G
146467,2024-09-06T13:00:00,27.7,G
146491,2024-09-06T14:00:00,27.7,G
146515,2024-09-06T15:00:00,28.0,G
146539,2024-09-06T16:00:00,28.0,G
146563,2024-09-06T17:00:00,28.0,G
146587,2024-09-06T18:00:00,28.0,G
146611,2024-09-06T19:00:00,28.1,G
146635,2024-09-06T20:00:00,28.4,G
146659,2024-09-06T21:00:00,28.4,G
146683,2024-09-06T22:00:00,28.4,G
146707,2024-09-06T23:00:00,28.4,G
146731,2024-09-07T00:00:00,28.4,G
146755,2024-09-07T01:00:00,27.4,G
146779,2024-09-07T02:00:00,28.0,G
146803,2024-09-07T03:00:00,28.1,G
146827,2024-09-07T04:00:00,28.3,G
146851,2024-09-07T05:00:00,28.5,G
146875,2024-09-07T06:00:00,28.5,G
146899,2024-09-07T07:00:00,28.5,G
146923,2024-09-07T08:00:00,28.5,G
146947,2024-09-07T09:00:00,29.0,G
146971,2024-09-07T10:00:00,29.3,G
146995,2024-09-07T11:00:00,29.4,G
147019,2024-09-07T12:00:00,29.4,G
147043,2024-09-07T13:00:00,29.4,G
147067,2024-09-07T14:00:00,29.8,G
147091,2024-09-07T15:00:00,30.4,G
147115,2024-09-07T16:00:00,30.8,G
147139,2024-09-07T17:00:00,30.8,G
147163,2024-09-07T18:00:00,30.8,G
147186,2024-09-07T19:00:00,30.8,G
147209,2024-09-07T20:00:00,30.8,G
147232,2024-09-07T21:00:00,30.8,G
147255,2024-09-07T22:00:00,30.8,G
147278,2024-09-07T23:00:00,30.8,G
147301,2024-09-08T00:00:00,30.7,G
147324,2024-09-08T01:00:00,27.4,G
147347,2024-09-08T02:00:00,27.4,G
147370,2024-09-08T03:00:00,27.4,G
147393,2024-09-08T04:00:00,27.4,G
147415,2024-09-08T05:00:00,27.4,G
147437,2024-09-08T06:00:00,27.4,G
147458,2024-09-08T07:00:00,27.4,G
147479,2024-09-08T08:00:00,27.4,G
147500,2024-09-08T09:00:00,27.4,G
147521,2024-09-08T10:00:00,27.4,G
147542,2024-09-08T11:00:00,27.6,G
147564,2024-09-08T12:00:00,28.0,G
147586,2024-09-08T13:00:00,28.1,G
147608,2024-09-08T14:00:00,28.3,G
147630,2024-09-08T15:00:00,28.6,G
147652,2024-09-08T16:00:00,28.7,G
147674,2024-09-08T17:00:00,29.1,G
147696,2024-09-08T18:00:00,29.1,G
147718,2024-09-08T19:00:00,29.1,G
147740,2024-09-08T20:00:00,29.1,G
147762,2024-09-08T21:00:00,29.1,G
147784,2024-09-08T22:00:00,29.1,G
147806,2024-09-08T23:00:00,29.1,G
147828,2024-09-09T00:00:00,29.1,G
147850,2024-09-09T01:00:00,27.1,G
147872,2024-09-09T02:00:00,27.1,G
147894,2024-09-09T03:00:00,27.1,G
147916,2024-09-09T04:00:00,27.1,G
147938,2024-09-09T05:00:00,27.1,G
147960,2024-09-09T06:00:00,27.1,G
147982,2024-09-09T07:00:00,27.1,G
148004,2024-09-09T08:00:00,27.1,G
148027,2024-09-09T09:00:00,27.4,G
148050,2024-09-09T10:00:00,28.3,G
148073,2024-09-09T11:00:00,28.4,G
148096,2024-09-09T12:00:00,29.0,G
148120,2024-09-09T13:00:00,30.2,G
148144,2024-09-09T14:00:00,30.2,G
148168,2024-09-09T15:00:00,30.2,G
148192,2024-09-09T16:00:00,30.2,G
148216,2024-09-09T17:00:00,30.2,G
148241,2024-09-09T18:00:00,30.2,G
148266,2024-09-09T19:00:00,30.2,G
148291,2024-09-09T20:00:00,30.2,G
148316,2024-09-09T21:00:00,30.2,G
148341,2024-09-09T22:00:00,30.2,G
148366,2024-09-09T23:00:00,30.2,G
148391,2024-09-10T00:00:00,30.1,G
148417,2024-09-10T01:00:00,26.7,G
148443,2024-09-10T02:00:00,26.7,G
148469,2024-09-10T03:00:00,26.7,G
148495,2024-09-10T04:00:00,26.8,G
148521,2024-09-10T05:00:00,26.8,G
148547,2024-09-10T06:00:00,26.8,G
148573,2024-09-10T07:00:00,26.8,G
148599,2024-09-10T08:00:00,27.1,G
148625,2024-09-10T09:00:00,28.7,G
148651,2024-09-10T10:00:00,29.7,G
148677,2024-09-10T11:00:00,30.3,G
148703,2024-09-10T12:00:00,31.1,G
148729,2024-09-10T13:00:00,31.7,G
148755,2024-09-10T14:00:00,32.3,G
148781,2024-09-10T15:00:00,33.1,G
148807,2024-09-10T16:00:00,33.3,G
148832,2024-09-10T17:00:00,33.3,G
148857,2024-09-10T18:00:00,33.3,G
148882,2024-09-10T19:00:00,33.3,G
148907,2024-09-10T20:00:00,33.3,G
148932,2024-09-10T21:00:00,33.3,G
148957,2024-09-10T22:00:00,33.3,G
148982,2024-09-10T23:00:00,33.3,G
149007,2024-09-11T00:00:00,33.2,G
149032,2024-09-11T01:00:00,27.6,G
149056,2024-09-11T02:00:00,27.6,G
149080,2024-09-11T03:00:00,27.6,G
149104,2024-09-11T04:00:00,27.6,G
149128,2024-09-11T05:00:00,27.6,G
149152,2024-09-11T06:00:00,27.6,G
149176,2024-09-11T07:00:00,27.6,G
149200,2024-09-11T08:00:00,27.9,G
149224,2024-09-11T09:00:00,29.5,G
149248,2024-09-11T10:00:00,30.4,G
149272,2024-09-11T11:00:00,31.6,G
149296,2024-09-11T12:00:00,32.6,G
149320,2024-09-11T13:00:00,32.6,G
149344,2024-09-11T14:00:00,32.6,G
149368,2024-09-11T15:00:00,32.6,G
149392,2024-09-11T16:00:00,32.6,G
149416,2024-09-11T17:00:00,32.6,G
149439,2024-09-11T18:00:00,32.6,G
149461,2024-09-11T19:00:00,32.6,G
149483,2024-09-11T20:00:00,32.6,G
149505,2024-09-11T21:00:00,32.6,G
149527,2024-09-11T22:00:00,32.6,G
149548,2024-09-11T23:00:00,32.6,G
149569,2024-09-12T00:00:00,32.5,G
149590,2024-09-12T01:00:00,27.4,G
149611,2024-09-12T02:00:00,27.4,G
149632,2024-09-12T03:00:00,27.4,G
149653,2024-09-12T04:00:00,27.4,G
149674,2024-09-12T05:00:00,27.4,G
149695,2024-09-12T06:00:00,27.4,G
149717,2024-09-12T07:00:00,27.4,G
149740,2024-09-12T08:00:00,27.7,G
149763,2024-09-12T09:00:00,29.3,G
149786,2024-09-12T10:00:00,29.8,G
149810,2024-09-12T11:00:00,30.7,G
149834,2024-09-12T12:00:00,30.9,G
149858,2024-09-12T13:00:00,31.2,G
149882,2024-09-12T14:00:00,31.3,G
149906,2024-09-12T15:00:00,31.6,G
149930,2024-09-12T16:00:00,31.8,G
149954,2024-09-12T17:00:00,32.1,G
149978,2024-09-12T18:00:00,32.1,G
150002,2024-09-12T19:00:00,32.1,G
150026,2024-09-12T20:00:00,32.1,G
150050,2024-09-12T21:00:00,32.1,G
150074,2024-09-12T22:00:00,32.1,G
150098,2024-09-12T23:00:00,32.1,G
150122,2024-09-13T00:00:00,32.0,G
150146,2024-09-13T01:00:00,28.3,G
150170,2024-09-13T02:00:00,28.3,G
150194,2024-09-13T03:00:00,28.3,G
150218,2024-09-13T04:00:00,28.3,G
150241,2024-09-13T05:00:00,28.3,G
150264,2024-09-13T06:00:00,28.3,G
150287,2024-09-13T07:00:00,28.3,G
150310,2024-09-13T08:00:00,28.4,G
150333,2024-09-13T09:00:00,29.7,G
150356,2024-09-13T10:00:00,30.8,G
150379,2024-09-13T11:00:00,31.7,G
150402,2024-09-13T12:00:00,32.2,G
150425,2024-09-13T13:00:00,33.2,G
150448,2024-09-13T14:00:00,33.8,G
150471,2024-09-13T15:00:00,33.9,G
150496,2024-09-13T16:00:00,33.9,G
150521,2024-09-13T17:00:00,33.9,G
150545,2024-09-13T18:00:00,33.9,G
150568,2024-09-13T19:00:00,33.9,G
150591,2024-09-13T20:00:00,33.9,G
150615,2024-09-13T21:00:00,33.9,G
150639,2024-09-13T22:00:00,33.9,G
150663,2024-09-13T23:00:00,33.9,G
150687,2024-09-14T00:00:00,33.8,G
150711,2024-09-14T01:00:00,28.0,G
150735,2024-09-14T02:00:00,28.0,G
150759,2024-09-14T03:00:00,28.0,G
150783,2024-09-14T04:00:00,28.0,G
150807,2024-09-14T05:00:00,28.0,G
150831,2024-09-14T06:00:00,28.1,G
150855,2024-09-14T07:00:00,28.1,G
150879,2024-09-14T08:00:00,28.1,G
150903,2024-09-14T09:00:00,29.0,G
150927,2024-09-14T10:00:00,30.3,G
150951,2024-09-14T11:00:00,31.2,G
150975,2024-09-14T12:00:00,32.2,G
150998,2024-09-14T13:00:00,32.2,G
151021,2024-09-14T14:00:00,32.2,G
151044,2024-09-14T15:00:00,32.2,G
151067,2024-09-14T16:00:00,32.2,G
151090,2024-09-14T17:00:00,32.2,G
151113,2024-09-14T18:00:00,32.2,G
151136,2024-09-14T19:00:00,32.2,G
151159,2024-09-14T20:00:00,32.2,G
151182,2024-09-14T21:00:00,32.2,G
151205,2024-09-14T22:00:00,32.2,G
151228,2024-09-14T23:00:00,32.2,G
151251,2024-09-15T00:00:00,32.1,G
151274,2024-09-15T01:00:00,27.9,G
151297,2024-09-15T02:00:00,27.9,G
151320,2024-09-15T03:00:00,27.9,G
151343,2024-09-15T04:00:00,27.9,G
151364,2024-09-15T05:00:00,27.9,G
151385,2024-09-15T06:00:00,27.9,G
151406,2024-09-15T07:00:00,27.9,G
151427,2024-09-15T08:00:00,27.9,G
151448,2024-09-15T09:00:00,29.0,G
151469,2024-09-15T10:00:00,30.2,G
151490,2024-09-15T11:00:00,30.7,G
151511,2024-09-15T12:00:00,31.7,G
151532,2024-09-15T13:00:00,31.7,G
151554,2024-09-15T14:00:00,31.7,G
151577,2024-09-15T15:00:00,31.7,G
151600,2024-09-15T16:00:00,31.7,G
151623,2024-09-15T17:00:00,31.7,G
151646,2024-09-15T18:00:00,31.7,G
151669,2024-09-15T19:00:00,31.7,G
151692,2024-09-15T20:00:00,31.7,G
151715,2024-09-15T21:00:00,31.7,G
151738,2024-09-15T22:00:00,31.7,G
151761,2024-09-15T23:00:00,31.7,G
151784,2024-09-16T00:00:00,31.6,G
151807,2024-09-16T01:00:00,28.2,G
151830,2024-09-16T02:00:00,28.2,G
151853,2024-09-16T03:00:00,28.2,G
151876,2024-09-16T04:00:00,28.2,G
151899,2024-09-16T05:00:00,28.2,G
151922,2024-09-16T06:00:00,28.2,G
151945,2024-09-16T07:00:00,28.2,G
151969,2024-09-16T08:00:00,28.2,G
151993,2024-09-16T09:00:00,28.2,G
152017,2024-09-16T10:00:00,28.6,G
152041,2024-09-16T11:00:00,29.0,G
152066,2024-09-16T12:00:00,29.3,G
152091,2024-09-16T13:00:00,29.4,G
152116,2024-09-16T14:00:00,29.4,G
152141,2024-09-16T15:00:00,29.4,G
152166,2024-09-16T16:00:00,29.4,G
152191,2024-09-16T17:00:00,30.3,G
152216,2024-09-16T18:00:00,30.4,G
152241,2024-09-16T19:00:00,30.4,G
152266,2024-09-16T20:00:00,30.4,G
152291,2024-09-16T21:00:00,30.4,G
152316,2024-09-16T22:00:00,30.4,G
152341,2024-09-16T23:00:00,30.4,G
152366,2024-09-17T00:00:00,30.4,G
152391,2024-09-17T01:00:00,28.8,G
152416,2024-09-17T02:00:00,28.8,G
152441,2024-09-17T03:00:00,28.8,G
152466,2024-09-17T04:00:00,28.8,G
152491,2024-09-17T05:00:00,28.8,G
152516,2024-09-17T06:00:00,28.8,G
152541,2024-09-17T07:00:00,28.8,G
152566,2024-09-17T08:00:00,28.9,G
152591,2024-09-17T09:00:00,30.6,G
152616,2024-09-17T10:00:00,31.6,G
152641,2024-09-17T11:00:00,32.5,G
152666,2024-09-17T12:00:00,33.4,G
152691,2024-09-17T13:00:00,33.6,G
152716,2024-09-17T14:00:00,34.0,G
152741,2024-09-17T15:00:00,34.9,G
152766,2024-09-17T16:00:00,35.0,G
152791,2024-09-17T17:00:00,35.1,G
152816,2024-09-17T18:00:00,35.1,G
152841,2024-09-17T19:00:00,35.1,G
152866,2024-09-17T20:00:00,35.1,G
152891,2024-09-17T21:00:00,35.1,G
152916,2024-09-17T22:00:00,35.1,G
152941,2024-09-17T23:00:00,35.1,G
152966,2024-09-18T00:00:00,35.0,G
152991,2024-09-18T01:00:00,26.5,G
153016,2024-09-18T02:00:00,26.9,G
153041,2024-09-18T03:00:00,27.4,G
153066,2024-09-18T04:00:00,27.4,G
153091,2024-09-18T05:00:00,27.6,G
153116,2024-09-18T06:00:00,27.8,G
153141,2024-09-18T07:00:00,27.8,G
153166,2024-09-18T08:00:00,28.0,G
153191,2024-09-18T09:00:00,29.3,G
153216,2024-09-18T10:00:00,30.1,G
153241,2024-09-18T11:00:00,30.7,G
153266,2024-09-18T12:00:00,31.6,G
153291,2024-09-18T13:00:00,32.8,G
153316,2024-09-18T14:00:00,33.1,G
153341,2024-09-18T15:00:00,33.1,G
153366,2024-09-18T16:00:00,33.1,G
153391,2024-09-18T17:00:00,33.1,G
153415,2024-09-18T18:00:00,33.1,G
153439,2024-09-18T19:00:00,33.1,G
153463,2024-09-18T20:00:00,33.1,G
153487,2024-09-18T21:00:00,33.1,G
153511,2024-09-18T22:00:00,33.1,G
153535,2024-09-18T23:00:00,33.1,G
153559,2024-09-19T00:00:00,33.0,G
153583,2024-09-19T01:00:00,28.9,G
153608,2024-09-19T02:00:00,28.9,G
153633,2024-09-19T03:00:00,28.9,G
153658,2024-09-19T04:00:00,28.9,G
153683,2024-09-19T05:00:00,28.9,G
153708,2024-09-19T06:00:00,28.9,G
153733,2024-09-19T07:00:00,28.9,G
153758,2024-09-19T08:00:00,28.9,G
153783,2024-09-19T09:00:00,29.3,G
153808,2024-09-19T10:00:00,30.1,G
153833,2024-09-19T11:00:00,30.8,G
153858,2024-09-19T12:00:00,31.3,G
153883,2024-09-19T13:00:00,31.9,G
153908,2024-09-19T14:00:00,32.1,G
153933,2024-09-19T15:00:00,32.5,G
153958,2024-09-19T16:00:00,33.2,G
153982,2024-09-19T17:00:00,33.2,G
154006,2024-09-19T18:00:00,33.2,G
154030,2024-09-19T19:00:00,33.2,G
154054,2024-09-19T20:00:00,33.2,G
154078,2024-09-19T21:00:00,33.2,G
154102,2024-09-19T22:00:00,33.2,G
154126,2024-09-19T23:00:00,33.2,G
154150,2024-09-20T00:00:00,33.1,G
154174,2024-09-20T01:00:00,28.4,G
154198,2024-09-20T02:00:00,28.4,G
154222,2024-09-20T03:00:00,28.4,G
154246,2024-09-20T04:00:00,28.4,G
154270,2024-09-20T05:00:00,28.4,G
154294,2024-09-20T06:00:00,28.4,G
154318,2024-09-20T07:00:00,28.4,G
154342,2024-09-20T08:00:00,28.4,G
154366,2024-09-20T09:00:00,29.6,G
154390,2024-09-20T10:00:00,30.7,G
154414,2024-09-20T11:00:00,31.6,G
154438,2024-09-20T12:00:00,31.9,G
154462,2024-09-20T13:00:00,31.9,G
154487,2024-09-20T14:00:00,31.9,G
154512,2024-09-20T15:00:00,32.6,G
154537,2024-09-20T16:00:00,33.0,G
154562,2024-09-20T17:00:00,33.0,G
154587,2024-09-20T18:00:00,33.0,G
154612,2024-09-20T19:00:00,33.0,G
154637,2024-09-20T20:00:00,33.0,G
154662,2024-09-20T21:00:00,33.0,G
154687,2024-09-20T22:00:00,33.0,G
154712,2024-09-20T23:00:00,33.0,G
154737,2024-09-21T00:00:00,32.9,G
154762,2024-09-21T01:00:00,26.8,G
154787,2024-09-21T02:00:00,26.8,G
154812,2024-09-21T03:00:00,26.9,G
154837,2024-09-21T04:00:00,26.9,G
154862,2024-09-21T05:00:00,27.1,G
154887,2024-09-21T06:00:00,27.1,G
154912,2024-09-21T07:00:00,27.1,G
154937,2024-09-21T08:00:00,27.2,G
154962,2024-09-21T09:00:00,27.9,G
154987,2024-09-21T10:00:00,28.9,G
155012,2024-09-21T11:00:00,29.2,G
155037,2024-09-21T12:00:00,29.2,G
155062,2024-09-21T13:00:00,29.2,G
155087,2024-09-21T14:00:00,29.2,G
155112,2024-09-21T15:00:00,29.2,G
155137,2024-09-21T16:00:00,29.2,G
155162,2024-09-21T17:00:00,29.2,G
155187,2024-09-21T18:00:00,29.2,G
155212,2024-09-21T19:00:00,29.2,G
155237,2024-09-21T20:00:00,29.2,G
155262,2024-09-21T21:00:00,29.2,G
155287,2024-09-21T22:00:00,29.2,G
155312,2024-09-21T23:00:00,29.2,G
155337,2024-09-22T00:00:00,29.2,G
155362,2024-09-22T01:00:00,27.7,G
155387,2024-09-22T02:00:00,27.7,G
155412,2024-09-22T03:00:00,27.7,G
155437,2024-09-22T04:00:00,27.7,G
155462,2024-09-22T05:00:00,27.7,G
155487,2024-09-22T06:00:00,27.7,G
155512,2024-09-22T07:00:00,27.7,G
155537,2024-09-22T08:00:00,27.7,G
155561,2024-09-22T09:00:00,27.7,G
155585,2024-09-22T10:00:00,28.0,G
155609,2024-09-22T11:00:00,28.6,G
155633,2024-09-22T12:00:00,29.5,G
155656,2024-09-22T13:00:00,29.9,G
155679,2024-09-22T14:00:00,29.9,G
155702,2024-09-22T15:00:00,29.9,G
155725,2024-09-22T16:00:00,29.9,G
155748,2024-09-22T17:00:00,29.9,G
155771,2024-09-22T18:00:00,29.9,G
155794,2024-09-22T19:00:00,29.9,G
155817,2024-09-22T20:00:00,29.9,G
155840,2024-09-22T21:00:00,29.9,G
155863,2024-09-22T22:00:00,29.9,G
155886,2024-09-22T23:00:00,29.9,G
155909,2024-09-23T00:00:00,29.8,G
